username,chat,emotion,toxicity
Shizuwu,thats 1 screenshot,neutral,not toxic
XH Calypso #NYX,the animation was ongoing,neutral,not toxic
neverland,the animation was ongoing,neutral,not toxic
Maema#4541,The bad words,anger,cyberbullying
keyleeeee#00001,the most you'd see in the chatbox would be comms like last seen reports,neutral,Game complaints
愛 Soleil#bub,The n word,disgust,racism
you cant fix me#vrsce,the n word,disgust,racism
Eyyshork #ace,The N word,disgust,racism
VEli#1830,The 'Nice aim' but sound like sarcastic,disgust,racism
0,The n-word,disgust,racism
el cucuy#razon,the n-word :(,disgust,racism
Apollo #sol,the usual curse words and also racism.,disgust,RNG complaints
Apollo #sol,the usual curse words and also racism. ,disgust,not toxic
Anniebear#QtQt,Their Damage on the Enemy,neutral,not toxic
Saberu,then dead,disgust,Cyberbullying
P∆P SammyP #CMMA,there comes the blame and toxic words like bobo,anger,Blaming others
ETOC Kiyo#2213,There Rushing,neutral,not toxic
oyasumi#5643,"they even cuss like ""fuck you"" and all",anger,cyberbullying
Jeffers0n#2004,they say (bobo ka,anger,cyberbullying
Peaxch#1012,They Under Estimate girls,disgust,Male preserve
BL JeromePlays#Heal ,They will cower,neutral,not toxic
LSGN MaysterJoe#3109,This guy is such a noob go play minecraft. (and much more ngl),anger,Gamesplaining
Vera Gaming #Dyan,This is base on my own experience. Someone told me that I work in a bar,disgust,Gamesplaining
Iskiri,This is fcked up,anger,RNG complaints
Jape,this raze,disgust,sarcasm
icy#1724,this team sucks,disgust,MM complaints
ten#1975,throw ko to,disgust,RNG complaints
Brawk #GEAR,thrower,disgust,Blaming others
0,tingin mapa,disgust,EBR complaints
neverland,tinulungan ka na nga,disgust,Blaming others
CRZY Sundae #Sweet,tite,disgust,Male preserve
0,Tite mo,disgust,Male preserve
neverland,TNGA,anger,cyberbullying
Asclepius #danic,tnga,anger,Cyberbullying
Maku#8706,tnga,surprise,cyberbullying
CHAOS Miku#ASTRA,tnga,anger,cyberbullying
Samyang#JULS,tnga naman,anger,cyberbullying
Samyang#JULS,tngina,anger,cyberbullying
naoki#ela,tngina mo,anger,cyberbullying
pototo#ugh,tngina nyo wag na kayo maglaro,anger,cyberbullying
HS Akane不 #HonoS,to ez,disgust,not toxic
HS Akane不 #HonoS,to ez,disgust,not toxic
YoreL#LeroY,too ez,disgust,not toxic
Saberu,touch some boobs,disgust,sexism
Saberu,touch some grass,disgust,sarcasm
chewu#LRRY,touch some grass,disgust,Cyberbullying
neverland,toxci talga,disgust,Cyberbullying
mariebiscuits #6969,Toxic,disgust,cyberbullying
Naoki #0704,toxic,disgust,cyberbullying
artem1s #LUNA,toxic,anger,cyberbullying
Phantomerist #Chewy,Trash,disgust,cyberbullying
Yuta #2934,trash,disgust,cyberbullying
Rie Lennox #Ysa,trash,disgust,cyberbullying
60Hz #MJVST,trash,anger,cyberbullying
Arlecchino#9701,trash,disgust,cyberbullying
Schizophrenic #Krazy,Trash,disgust,cyberbullying
Notykatsudon#0000,trash,disgust,cyberbullying
Thing#achie,trash,disgust,cyberbullying
CK03,trash,anger,cyberbullying
el cucuy#razon,trash,disgust,cyberbullying
Neneng Makulit#tpcal,trash,anger,cyberbullying
artem1s #LUNA,trash,disgust,cyberbullying
zAki #Aein,trash,disgust,cyberbullying
Chanchi#2004,trash,disgust,cyberbullying
Fritzo #esj,trash,disgust,cyberbullying
XTRA#HVN,trash duelist,disgust,Cyberbullying
ONIG#nani,trash team,disgust,not toxic
PKP SidesteP#TABA,trashtalk,anger,not toxic
Cookie Crinkles#TSV,TrashTalk,anger,not toxic
Son#8913,Trashtalk ,anger,not toxic
Insanity#3008,trashtalk with other side,anger,not toxic
Insanity#3008,trashtalk with other side,anger,not toxic
edwrd #oms,trashtalking,anger,cyberbullying
PKP SidesteP#TABA,trashtalking ,anger,cyberbullying
Kenma#mau,Trashtalks,anger,not toxic
SCE Nil#0227,trashtalks,anger,not toxic
neverland,tskk,disgust,cyberbullying
hesoyam#ggez,Tulog ka na,disgust,cyberbullying
McDanolds#Coke,Tulog ka na bata,disgust,ageism
Chicken Adobo#Les,tulog ka na lang,disgust,cyberbullying
Liyan #AX1A,tumigil ka na,disgust,cyberbullying
starchrys#4446,turn on your mic,neutral,not toxic
Jape,ty,happy,not toxic
Bianx#whiff,ty,happy,not toxic
bitWise#OPRTR,TY,happy,not toxic
I hate Reyna#8591,TY,happy,not toxic
I JUST WANT TO HELP YOU IN YOUR RESEARCH #jit,ty.,happy,not toxic
Eris#akuma,typical babae gaming (kasi pinick ko si Sage),disgust,sexism
Jayx,u blind,disgust,sarcasm
TWICE Dahyun#MDAA,u did good (agent),disgust,not toxic
Jape,u didn’t tell,disgust,Blaming others
Zoe Potato#zoe,u doin?,disgust,Blaming others
Calmpath #9409,U fucking noob,anger,Blaming others
Iskiri,u gays,disgust,sexism
BDSM Chen#CHEN,U guys are stupid. Are u even *particular rank*,disgust,MM complaints
Jape,u hard stuck ascendant,disgust,EBR complaints
Jape,u have talent learning tagalog bro,disgust,not toxic
Saberu,u knew no info,disgust,Game complaints
Shizuwu,u like my smoke,disgust,not toxic
machu,u still died?,disgust,sarcasm
Shizuwu,U SUCK,anger,Cyberbullying
Calmpath #9409,u suck,anger,cyberbullying
Chanchi#2004,u suck,anger,Blaming others
starchrys#4446,u suck,anger,Blaming others
DRB Ashen#kity,u u suck,anger,Blaming others
Kana,u whiffed,anger,sarcasm
XH Ninzer #Gremo,ulol,anger,Cyberbullying
NattyTashy #chrry,Ulol,anger,Cyberbullying
I dont play anymore haha,ulol,anger,Cyberbullying
Hamburger#pls,ulol,anger,Cyberbullying
LikMaB#alls,Ulol,anger,Cyberbullying
Kuraidu #yAah,Ulol,anger,Cyberbullying
Sleazex#RAKK,ulol,anger,Cyberbullying
Jape,ulollllllllll,anger,Cyberbullying
Jape,ulul d moko mapatay kahit kelan tnigan mo,anger,Cyberbullying
neverland,UMIYAK,anger,Cyberbullying
Diko po sure pwede po ba pag nanalo nalang ako HAHAHA send ko po sainyo 🥹,Uninstall,disgust,Gamesplaining
amity#ars,uninstall,disgust,Gamesplaining
catlkaylie #cats,uninstall game,disgust,Gamesplaining
Doctor Zhivago#1393,uninstall the game,disgust,Gamesplaining
PD Jblazeer#lui,uninstall valo,disgust,Gamesplaining
14th Element,uninstall valorant,disgust,Gamesplaining
H3CCO2CH2CH3 #ester,uninstall valorant,disgust,Gamesplaining
Ennaira#saint,uninstall valorant,disgust,Gamesplaining
Abystigma#TRUTH,Unintelligible screaming,neutral,not toxic
Sleazex#RAKK,ur mom,disgust,cyberbullying
Zoe Potato#zoe,ur mom,disgust,cyberbullying
McDanolds#Coke,Ur shit,anger,cyberbullying
Xiaya#cutie,ur so good,happy,not toxic
ambag ko topfrag #mwaps,ur so good,happy,not toxic
Senx Migy#Loveu,Ur so Good man,happy,not toxic
Maema#4541,'ur stupid',anger,Cyberbullying
nishi#nich,use comms,neutral,not toxic
Saberu,use ur brain pls,anger,sarcasm
Aiyu#messy,use your blind idiot; noob; iron shit;,anger,RNG complaints
Saberu,USE YOUR EYE DUMB ASS,anger,Cyberbullying
Nachos#5698,useless,disgust,MM complaints
Inuyashima #1920,useless,disgust,Blaming others
Fry #Bait,useless,disgust,Cyberbullying
rosie binx #mochi,useless,disgust,Cyberbullying
ASTRID#MVP,useless,disgust,Cyberbullying
GUYS Kensh1n #xenim,useless,disgust,Cyberbullying
I hate Reyna#8591,useless,disgust,Cyberbullying
Daga #mouse,Useless,disgust,Cyberbullying
I hate Reyna#8591,useless,disgust,Cyberbullying
Raven#sly,'useless',disgust,Cyberbullying
NRX Jae eon#999,useless duelist,disgust,MM complaints
crunch#JIE,useless player ,disgust,MM complaints
Sunsooo#Sloth,Useless.,disgust,MM complaints
ginanon lng aq #ahri,usually,neutral,not toxic
Toper Bagsik #8464,Usually all of the filipino bad words,neutral,not toxic
zAki #Aein ,usually call out but sometimes if the game become toxic you will hear is all curse,neutral,not toxic
OGD ToxicRadius#Toxic,Usually same as my answer in the question above. Quit valo,anger,RNG complaints
SYNRGY Anya #ARCNE,Usually the word Bobo ka,anger,cyberbullying
Serakku#002,Usually vulgar words like swear words(literally every single curse word that's available),neutral,not toxic
xzSenju,valo pa bobo,anger,Cyberbullying
VACation #8952,viper tanga,anger,cyberbullying
Saberu,vovo,anger,Cyberbullying
暗Cloudcry ツ #4909,vovo,anger,Cyberbullying
nvrgonletudown #cali,vovo,anger,Cyberbullying
SYNRGY Anya #ARCNE,vulgar words like curses,neutral,not toxic
0,Vv,surprise,cyberbullying
Tyrant.Park#000,W,neutral,not toxic
NattyTashy #chrry,Wag iyak bata,anger,ageism
ADMR14#DALE,wag ka na mag compe,sad,Gamesplaining
GT BLACKSHEEP #TOW,wag ka na mag laro bobo ka naman,anger,Gamesplaining
arvin #JCAR,wag ka na mag laro ng valorant,anger,Gamesplaining
Sak Madiq #66699,Wag ka na mag Valo tanga,sad,Gamesplaining
RGB 0000FF#BLUE,Wag ka na maglaro,anger,Gamesplaining
RippleEffect#0305,wag ka na maglaro,anger,Gamesplaining
Styx #4196,wag ka na maglaro,anger,Gamesplaining
p1ssbulbol #pogi (sorry po sa inappropriate name),wag ka na maglaro,anger,Gamesplaining
Yummy hotdog #tomeh,wag ka na maglaro,sad,Gamesplaining
Pupibro シ #PUPI,wag ka na maglaro,anger,Gamesplaining
calcifer#cruui,wag ka na maglaro,anger,Gamesplaining
Mono#only1,wag ka na maglaro,sad,Gamesplaining
Senbonzakura #SmNe,wag ka na maglaro,anger,Gamesplaining
Amehrys #HARU,wag ka na maglaro,anger,Gamesplaining
OGD ToxicRadius#Toxic,wag ka na maglaro inutil,disgust,Gamesplaining
G2V Yadidss #0413,wag ka na maglaro pabigat ka lang.,anger,Gamesplaining
RapyDapy#0001,Wag ka na maglaro.,anger,Gamesplaining
draius #ラファエル,Wag ka na magvalorant,anger,Gamesplaining
TBE Whack#cutie,Wag ka nang magvalo,anger,Gamesplaining
WIR Gyozaaa#3025,wag kana mag laro,anger,Gamesplaining
mart1ne#0801,wag kana mag laro,anger,Gamesplaining
ZeroTwo#Kneel,Wag kana mag valo,anger,Gamesplaining
Humble#3447,Wag kana mag valo,anger,Gamesplaining
Farci :2712,wag kana maglaro,anger,Cyberbullying
Itsviiiii #cute,wag kana maglaro,anger,cyberbullying
Claive Haine#ori,Wag kana maglaro,anger,Gamesplaining
Kazu#12345,wag kana maglaro bobo ka naman,anger,Gamesplaining
ego #1468,Wag kana maglaro ng valorant,anger,Gamesplaining
Serendipity#TW1SH,wag kana maglaro ng valorant mag roblox ka nalang,anger,Gamesplaining
Eyyshork #ace,Wag kana magvalo.,anger,Gamesplaining
Jape,WAG KAYO AATRAS AH NASA  A AKO,anger,Cyberbullying
iskay #0525,wag maglaro ng Valo next time,anger,Gamesplaining
yawards #maraj,wag na kayo laro,anger,Gamesplaining
HS Akane不 #HonoS,wag na kayo mag laro,anger,Gamesplaining
HS Akane不 #HonoS,wag na kayo mag laro,disgust,Gamesplaining
Kana,WAIT,neutral,not toxic
neverland,WAL AKA NA TUTOK,anger,EBR complaints
neverland,wala bobo yan,neutral,Cyberbullying
sileighty#240sx,wala ka bang mata,neutral,cyberbullying
aniy3ong #2708,wala kang aim,neutral,not toxic
Herakles #qqqqq,Wala kang ambag dito pati sa bahay nyo,neutral,Cyberbullying
ZeroTwo#Kneel,Wala Kang bilang,neutral,Cyberbullying
Xiaya#cutie,wala kang kwenta,neutral,MM complaints
Aspect#Sky,wala kang kwenta,neutral,Cyberbullying
Miwa#0710,wala kang mama,neutral,Cyberbullying
Jape,WALA KAP ASA KALAHATI KO KINGA IMO,anger,Cyberbullying
BL JeromePlays#Heal,Wala na ba lalakas yan?,disgust,RNG complaints
Double Dee # GGFL,wala nag sasalita sa mga taga Singapore low rank lng kase me,neutral,not toxic
neverland,wala namang trade,anger,Blaming others
neverland,wala originality,disgust,Cyberbullying
Danke Seb V5#0310,wala siguro kayo mga jowa kaya ang lulungkot ng buhay nyo,disgust,cyberbullying
Homura #Fuyu,Walang Ambag,anger,Blaming others
nvrgonletudown #cali,walang ambag,disgust,Blaming others
Santino#6684,walang future sa laro,anger,Blaming others
Fry #Bait,walang kwenta,anger,Blaming others
Kazu#12345,walang kwenta,disgust,Blaming others
CN kaz#MKAZ,walang kwenta,anger,Blaming others
0,walang kwenta,anger,Blaming others
bbkakai #catto,walang kwenta,sad,Blaming others
Quokka#cola,walang kwenta,anger,Blaming others
0,Walang pinag-aralan,anger,Cyberbullying
RazG#Razzy,Walang Silbi,anger,MM complaints
neverland,walang teamwork,anger,Blaming others
bumalik kana hmp#imy,walang utak,sad,Blaming others
CN kaz#MKAZ,walang utak,anger,Blaming others
Miwa#0710,walang utak,disgust,Blaming others
Pupibro シ #PUPI,walang utak,anger,Blaming others
MasterBencion#111,walangkwenta,anger,Blaming others
Debawerr#1110,Wall mid,neutral,not toxic
TWICE Dahyun#MDAA,wall there/here sage,neutral,not toxic
machu,wanna join us,happy,not toxic
Shizuwu,waw,surprise,not toxic
Jayx,WB,neutral,not toxic
Jayx,wD,neutral,not toxic
Jayx,WD,neutral,not toxic
Shizuwu,we blind,neutral,not toxic
Kagome#BigPP,We can do this,happy,not toxic
Calmpath #9409,We good bro,happy,not toxic
Jape,we just assist,neutral,not toxic
Jordi#MJDN,we need to rotate,neutral,not toxic
neverland,we win,happy,not toxic
neverland,we win,happy,not toxic
Kana,WEAK,disgust,Cyberbullying
Kana,WEAK,disgust,Cyberbullying
Kana,wEAK,disgust,Cyberbullying
14th Element,weak,disgust,cyberbullying
SULLENESS#diu2,weak,disgust,RNG complaints
kaorikoko #cry,weak,disgust,cyberbullying
chou tzuyu #6523,weak,disgust,cyberbullying
jlq#4721,weak,disgust,Cyberbullying
Homura #Fuyu,Weak,disgust,Cyberbullying
Ryiou #7777,weak,disgust,Cyberbullying
ray4c#1103,weak,disgust,Cyberbullying
H3CCO2CH2CH3 #ester,weak,disgust,Cyberbullying
ram #0412,weak,disgust,Cyberbullying
Mista#four,weak,disgust,Cyberbullying
ylysah#mer,weak,disgust,Cyberbullying
K4t4kuri #5030,weak,disgust,Cyberbullying
Sora#ODRI,weak,disgust,Cyberbullying
Skept1c#PNDA,weak,disgust,Cyberbullying
Luciofix#chase,weak,disgust,Cyberbullying
kikiDoYouLoveMe #4554,weak,disgust,Cyberbullying
Sloppy Wet Abs #6Pack,Weak,disgust,Cyberbullying
Enprends #Toys,Weak,disgust,Cyberbullying
604,weak,disgust,Cyberbullying
pototo#ugh,weak shit,disgust,Cyberbullying
LikMaB#alls,Weakshit,disgust,Cyberbullying
Zzero0#2485,weakshit,disgust,Cyberbullying
Kana,wEKa,disgust,Cyberbullying
machu,welcome always,happy,not toxic
Spleen#spy,Well done,happy,not toxic
K45oyik #1206,Well done guys,happy,not toxic
Beelzebub#fly,well most of the words are more or less racial words like the n word,happy,racism
Xythe #0822,well played,happy,not toxic
Anniebear#QtQt,Well Played,happy,not toxic
Inés #xiao,Well played,happy,not toxic
Creep#2851,Well played,happy,not toxic
Sanibeu#DDG,Well played,happy,not toxic
Donut #Sunfl,Well played,happy,not toxic
PD Jblazeer#lui,Well Played,happy,not toxic
Schizophrenic #Krazy,Well played,happy,not toxic
CS Perseus#greek,well played,happy,not toxic
Peaxch#1012,Well Played,happy,not toxic
SCE Sphynx#tin,well played,happy,not toxic
Sourcrem #potat,Well played,happy,not toxic
monami#00626,well played,happy,not toxic
rakeel #likea,Well played,happy,not toxic
hesoyam#ggez,Well played,happy,not toxic
yoriii#zoom,well played,happy,not toxic
Amehrys #HARU ,well played,happy,not toxic
Fool #6104,Well played,happy,not toxic
Vaaaaaaaaaaaann#2087,Well Played ,happy,not toxic
xieka #000,wellplayed,happy,not toxic
0,Wellplayed,happy,not toxic
Asclepius #danic,wew,disgust,cyberbullying
Jape,WHAHHAAHWHAW,happy,not toxic
Kana,what,neutral,not toxic
haha rly#lmao,what,neutral,not toxic
Scrix#9697,What are u doing?,anger,RNG complaints
Hyeju #Kyu,What are you doing,anger,RNG complaints
Luna#Anne,What are you doing,anger,RNG complaints
noda#0000,what are you doing,anger,RNG complaints
Nek0#meoww,what are you doing ...?,anger,RNG complaints
Lux#SHN,what are you doing? ,neutral,not toxic
XH Ellie #sean,what are you doing?!,anger,RNG complaints
neverland,what if we all mid,neutral,not toxic
Shizuwu,WHAT THE FUCK,anger,Cyberbullying
elysiarson#bro,what the fuck,anger,RNG complaints
raemraemgoaway #1113,what the fuck,anger,RNG complaints
amity#ars,what the fuck,anger,RNG complaints
laufeyson #3796,what the fuck,anger,RNG complaints
NRX Jae eon#999,what the fuck are you doing,anger,RNG complaints
xzSenju,What the fuck bro,anger,RNG complaints
Mushu#1120,What the fuck!,anger,RNG complaints
dracareese#reese,What the fuck?!,anger,RNG complaints
Anna#sane,What the hell (agent I use)?,anger,RNG complaints
XH gelocin#jakem,what you fucking doing?,anger,RNG complaints
Mushu#1120,What’s your real rank?,neutral,not toxic
Peaxch#1012,when it become in agents,neutral,not toxic
Jeffers0n#2004,When you are not playing good and having a bad day,neutral,not toxic
caerunos#kr0,where?,neutral,not toxic
PD Jblazeer#lui,whiff god,disgust,Blaming others
Insanity#3008,wholesome or trashtalking teammates.,neutral,not toxic
elysiarson#bro,whore,disgust,sexism
KazukiNejima#Rieri,Whore,disgust,sexism
Dooby #babi,Whore,disgust,sexism
Chanchi#2004,why are u in this elo bro,disgust,EBR complaints
amity#ars,why are you baiting me,anger,Blaming others
TS Monsterific #6969,Why are you palying this game if your this bad,disgust,Gamesplaining
Onikku,why headshot in bronz,disgust,EBR complaints
Szakki#szaki,Why play valorant,disgust,Gamesplaining
neverland,WHY PUSHING CYP?,disgust,Blaming others
Kana,why tho,disgust,not toxic
b00tyhub #666,why you dont entry/smoke?,disgust,not toxic
Saberu,WIN,happy,not toxic
Nikephoros#0000,wishing death to my parents/family,disgust,cyberbullying
Nikephoros#0000,wishing that I should’ve been aborted by my parents.,disgust,cyberbullying
Jayx,with judge,neutral,not toxic
Shizuwu,woah,surprise,not toxic
VEli#1830,Words like 'Idiot',disgust,cyberbullying
SYNRGY Anya #ARCNE,words that are used for harrassment (specially for female),disgust,sexism
rosie binx #mochi,worthless,disgust,Gamesplaining
Iskiri,WOW,surprise,sarcasm
HanJ#8528,wow,surprise,not toxic
HanJ#8528,wow,surprise,not toxic
rein #yara,Wow,surprise,not toxic
Leo #cal,wow nice job,surprise,not toxic
Migs#4Youu,wow youre so good babyyyy!!,surprise,not toxic
GT BLACKSHEEP # XIE,wp,happy,not toxic
Jayx,wp,happy,not toxic
Shizu #IDK,wp,happy,not toxic
celsius#urs,wp,happy,not toxic
EMP Veldora#GAGO,wp,happy,not toxic
MiAmoré#zoro,wp,happy,not toxic
Tap #0000,WP,happy,not toxic
bitWise#OPRTR,WP,happy,not toxic
I JUST WANT TO HELP YOU IN YOUR RESEARCH #jit,wp,happy,not toxic
HanJ#8528,wp,happy,not toxic
Maki #chris,wp,happy,not toxic
Zachma Deek,Wp,happy,not toxic
Hisoka Morrow #0201,WP,happy,not toxic
b00tyhub #666,WP,happy,not toxic
Pochita#LAB,WP,happy,not toxic
ray4c#1103,wp,happy,not toxic
Gezzenova #NA1,WP,happy,not toxic
EMP Veldora#GAGO,WP,happy,not toxic
ten#1975,wp,happy,not toxic
VACation #8952,wp,happy,not toxic
noda#0000,wp,happy,not toxic
egg #bonn,wp,happy,not toxic
HanJ#8528,wp,happy,not toxic
0,WP,happy,not toxic
Iskiri,wtf,anger,cyberbullying
Iskiri,wtf,anger,RNG complaints
Saberu,wtf,anger,Cyberbullying
aki #fifi,wtf,anger,Cyberbullying
prans#kath,wtf,anger,Cyberbullying
Sanibeu#DDG,wtf,anger,cyberbullying
TonKetsu #TWICE,wtf,anger,cyberbullying
juice#1015,wtf,anger,cyberbullying
elysiarson#bro,wtf,disgust,cyberbullying
DaBoMi#mob1,wtf,anger,cyberbullying
Mufasa #0009,wtf,disgust,cyberbullying
fatee#rowr,wtf,anger,cyberbullying
Shanice#111,wtf,disgust,cyberbullying
AysKreme#MVRA,wtf,anger,cyberbullying
YoreL#LeroY,wtf,surprise,cyberbullying
#POGI,wtf,anger,cyberbullying
Tiara#aest,WTF,surprise,cyberbullying
bagal #3250,wtf,anger,cyberbullying
Soleil Cramoisi#SEUL,wtf,surprise,cyberbullying
SRD Huncho #REBEL,Wtf,anger,cyberbullying
Alysay#1004,wtf,surprise,cyberbullying
GnC Jon Snow#CHA,Wtf,anger,cyberbullying
YoreL#LeroY,Wtf,anger,cyberbullying
Maki #chris,wtf ,anger,cyberbullying
DRB Ashen#kity,wtf are u doing,anger,Gamesplaining
TWICE Dahyun#MDAA,WTF ARE U DOING (agent),anger,Gamesplaining
Hyde #JAAB,wtf are you doing bro,anger,Gamesplaining
DRM Aim Bot #PJAY,wtf are you doing?,anger,cyberbullying
Spleen#spy,Wtf are you doing?,anger,cyberbullying
South Carolina #0008,wtf are you doing?!,anger,cyberbullying
LikMaB#alls,WTF Bro,anger,Gamesplaining
uzi#08880,wtf bro so bad,anger,cyberbullying
indophenol#blue,wtf is that???,anger,cyberbullying
shobe#hykw,wtf r u doing (agent name),anger,cyberbullying
Iskiri,WTF SKYE,anger,Blaming others
#POGI,WTF TEAMMATES,anger,cyberbullying
Calmpath #9409,wtf u newb,anger,RNG complaints
catlkaylie #cats,wtf was that,anger,cyberbullying
aki #fifi,wth,anger,Cyberbullying
Jape,Xd,neutral,not toxic
Shizuwu,XD,neutral,not toxic
Shizuwu,XD,neutral,not toxic
Shizuwu,XD,neutral,not toxic
Jape,xd,neutral,not toxic
Phoxsap#2223,xd,neutral,not toxic
Czareme #ggs,XD,neutral,not toxic
Kana,y u mad bro,happy,Cyberbullying
K45oyik #1206,Y'all suck,anger,MM complaints
neverland,yan,neutral,not toxic
Amira #CCCCC,yawa,anger,cyberbullying
MasterBencion#111,yawa,anger,cyberbullying
Jeeeeeelly #Ace,yawa ka,anger,cyberbullying
celsius#urs,yay,happy,not toxic
Saberu,yeah and u would have known no?,disgust,sarcasm
Saberu,yeah it was bad,sad,not toxic
Kana,yeah lol,disgust,sarcasm
SENPAI#81028,YES,happy,not toxic
SENPAI#81028,YES,happy,not toxic
Onikku,yes report me,neutral,not toxic
Jape,yoru,neutral,not toxic
Naofumi#0721,You aim is good,happy,not toxic
